iter	RMSE
1502	0.05302607662
1503	0.05298638803
1504	0.05296147937
1505	0.05294398221
1506	0.05292940682
1507	0.05290271435
1508	0.05288991601
1509	0.05287060056
1510	0.05285839115
1511	0.05283411736
1512	0.05282608018
1513	0.05279798298
1514	0.0527812077
1515	0.05275286981
1516	0.05272736651
1517	0.05271042556
1518	0.05269265589
1519	0.05267062039
1520	0.05265263987
1521	0.05262226414
1522	0.05259925412
1523	0.05258437414
1524	0.05256721521
1525	0.05253049469
1526	0.05249830706
1527	0.05247147679
1528	0.05245227178
1529	0.05243237177
1530	0.05240738639
1531	0.05239122535
1532	0.05237360674
1533	0.05235790949
1534	0.05233589097
1535	0.05232146156
1536	0.05230631173
1537	0.05228942739
1538	0.05225257178
1539	0.05222477073
1540	0.05220621685
1541	0.05218503073
1542	0.05215810654
1543	0.05213549192
1544	0.05209951245
1545	0.05207672317
1546	0.05203583929
1547	0.05201341094
1548	0.05199026578
1549	0.05197294396
1550	0.05195201427
1551	0.05193280539
1552	0.05191496405
1553	0.05189828552
1554	0.05188565024
1555	0.05185427867
1556	0.05182712969
1557	0.05180438459
1558	0.05178776332
1559	0.05175102929
1560	0.05172257917
1561	0.05169244155
1562	0.05166714646
1563	0.05165592681
1564	0.0516398507
1565	0.0516221949
1566	0.05159310047
1567	0.05158015649
1568	0.051544698
1569	0.05151177782
1570	0.05148059594
1571	0.05145656351
1572	0.05143216672
1573	0.0514060359
1574	0.05138999572
1575	0.05136859209
1576	0.0513483033
1577	0.05133728434
1578	0.05131088504
1579	0.05128186395
1580	0.05125239635
1581	0.0512285895
1582	0.05120290174
1583	0.05118172685
1584	0.05116623003
1585	0.05113879989
1586	0.05111633638
1587	0.05109399912
1588	0.05108354979
1589	0.05106585058
1590	0.05103877599
1591	0.05101527751
1592	0.050988815
1593	0.05097454732
1594	0.05095567518
1595	0.05093665439
1596	0.05091114533
1597	0.05089835087
1598	0.05086887654
1599	0.0508481856
